"OrganizationId","OrganizationName","OrganizationSlug","OrganizationCreationDate","OrganizationDescription"
"2734","Society for Imaging Informatics in Medicine (SIIM)","siim","05/15/2019","**SIIM is a ""Super-Specialty"" in a World of Subspecialties**

The Society for Imaging Informatics in Medicine (SIIM) is the leading healthcare professional organization for those interested in the current and future use of informatics in medical imaging. The society's mission is to advance medical imaging informatics across the enterprise through education, research, and innovation in a multi-disciplinary community.

SIIM's strategic direction places a strong emphasis on enterprise imaging, which is defined as a set of strategies, initiatives and workflows implemented across a healthcare enterprise to consistently and optimally capture, index, manage, store, distribute, view, exchange, and analyze all clinical imaging and multimedia content to enhance the electronic health record.

SIIM is committed to the development of imaging informatics professionals. Our multidisciplinary audience and members are imaging informatics professionals – Physicians, PACS Administrators, C-Level Administrators, Clinical System Managers, Engineers, Developers, Enterprise Architects, IT Directors/Managers, Researchers, Scientists, and Industry Vendors – globally to help improve the quality, safety, and efficiency of healthcare."
"2738","CHAMPS (CHemistry And Mathematics in Phase Space)","CHAMPSgroup","05/16/2019","CHemistry and Mathematics in Phase Space (CHAMPS) is a collaborative project which involves five research groups across the University of Bristol, Cardiff University, Imperial College and the University of Leeds whose expertise spans mathematics, molecular simulation, and data science. The aim of the project is to develop better simulation methods in chemistry and chemical biology, so as to enable better understanding of chemical change across areas like environmental science, pharmaceutical science, and materials science."
"2745","YCS1003","ycs1003","05/19/2019","Yonsei University - YCS1003"
"2769","The AI Academy","theaiacademysp","05/27/2019","The AI Academy is an integrated system of education, research and project management focusing on the study and application of Artificial Intelligence.

With a blend of advanced learning curricula, research and application of AI to real life projects, the AI Academy aims at the creation of a fertile environment for the formation of AI “Black Belts”."
"2774","MLcssoncamp","MLcssoncamp","05/28/2019",""
"2781","AI@UCF","ucfai-","05/29/2019",""
"2788","Scottie Ventures","scottieventures","05/30/2019",""
"2792","Turma 2018.2 - Dataviz - Ciência de Dados - Facens","dataviz2018-2","05/31/2019","## Especialização em Ciência de Dados - Facens


**Disciplina:** Visualização de Dados

**Turma:** 2018.2

**Professor:** Matheus Mota

----------

Dentro desta organização, *Datasets* são **exercícios** que devem ser feitos em sala de aula ou em casa. Cada exercício possui uma data de entrega e um valor."
"2802","Data Science Research Perú","datasciencepe","06/04/2019","🇵🇪🚀 “Por un Perú con Ciencia de Datos e Inteligencia Artificial”

🙌 Data Science Research Perú es una organización que busca difundir y descentralizar los conocimientos en Ciencia de Datos & Inteligencia Artificial en el Perú, dando oportunidades a nuevos talentos mediante MeetUps, Workshops y Semilleros de Conocimientos e Investigación.

📈Nuestros miembros son profesionales de Perú y varios países de la región con experiencia y apasionad@s por aprender 👩‍💻👨‍💻

🇵🇪 Estamos trabajando en un cambio y contribuyendo al desarrollo científico y tecnológico de nuestro país. Nuestro objetivo es llegar a más profesionales, estudiantes universitarios, de institutos y colegios, creando conciencia del gran impacto de usar Ciencia de Datos e Inteligencia Artificial.

Buscamos reunir profesionales que tengan la misma visión que nosotros y sobretodo que sean apasionados en sus especialidades 📝

💙💜Si aún no te unes al grupo de voluntariado, aquí tienes el link de registro: https://forms.gle/p9mZP3WdqaWnNsfe7

#ElPeruPrimero #AIforEveryOne #ArtificialIntelligence #DataScience #DataScienceResearch #Peru"
"2823","AAA-I","elte-aai","06/05/2019",""
"2833","Max Planck Institute for Meteorology","MaxPlanckInstitute","06/07/2019","Since its inception, the Max Planck Institute for Meteorology has sought to understand Earth’s climate system, using as its principal tool comprehensive Earth system modeling. It was here, in 1996, that a group led by Klaus Hasselmann identified clearly and for the first time the human fingerprint on global warming. Today the institute is leading efforts to construct a 
new generation of climate models and developing novel observational 
platforms to understand the implications of this warming."
"2858","TechX Academy","techxacademy","06/12/2019","TechX Summit是每年一度的科技盛宴。我们致力于聚集中国最优秀的科技青年，搭建传统教育与世界前沿科技的桥梁。

官方邮箱: info@techxsummit.com 
官方公众号: TechXSummit"
"2872","Recursion Pharmaceuticals","recursionpharma","06/14/2019","Recursion Pharmaceuticals is creating an AI-enabled map of human biology to accelerate the discovery and development of new treatments for a broad range of diseases. Despite recent advances in medical technology, the drug discovery and development model has become increasingly slower and more expensive. To combat this, Recursion has generated the industry’s largest, fully-relatable dataset of biological images, representing disease biology and pharmaceutical chemistry, to model disease rescue and accelerate drug discovery and development. To date, Recursion has generated more than 2 Petabytes of image data. Using this data, the Company has created hundreds of disease models, developed product candidate leads across several diseases, and advanced two therapeutic candidates into Phase 1 clinical development. In addition to its own programs, Recursion has partnered with established pharmaceutical companies such as Takeda and Sanofi to conduct similar experiments on their existing compounds, with the aim of finding new indications for old product candidates."
"2888","Severstal","severstal2019","06/17/2019","Severstal (since 1955), https://www.severstal.com/eng/ , one of the world's leading vertically integrated steel and mining companies. Severstal remains a global leader in efficiency, with the highest EBITDA margin in the steel industry globally, positive free cash flow generation throughout the cycle and a track record of achieving its targets.
To deliver additional growth, the Company has updated its already proven strategy - retaining its fundamental advantages but adding new elements. Severstal's new vision is to be a leader of the steel industry of the future and the first choice for its customers, employees and partners.
To achieve this, the Company is setting out new strategic priorities to distance itself further from its competitors. These are: superior client experience, cost leadership and embracing new opportunities. All three will be supported by Severstal's advanced corporate culture.
•	Superior client experience - Severstal aims to offer our customers unique selling propositions on each target market;
•	Cost leadership - Severstal's goal is to achieve a significant cost advantage in basic steel products;
•	New opportunities - Severstal's objective is to access and consequently benefit from the use of global cutting-edge technology and new business-models.
Implementing this set of objectives will support the Company in reaching its financial target of increasing EBITDA by 10-15% annually for the next 5 years."
